0,0,0,179.9999
-0.0007,-0.0627,-5.9493,179.9996
-0.0017,-0.094,-2.9661,179.999
-0.0033,-0.1567,-5.9494,179.9982
-0.0053,-0.2152,-6.3476,179.997
-0.0079,-0.2715,-5.791,179.9955
-0.0112,-0.33,-5.8506,179.9935
-0.0152,-0.3898,-5.8861,179.9912
-0.0195,-0.4481,-6.0976,179.9885
-0.0244,-0.5057,-5.8857,179.9855
-0.03,-0.5641,-5.8859,179.982
-0.0363,-0.6234,-5.8989,179.9781
-0.0432,-0.6832,-5.9074,179.9738
-0.0508,-0.7434,-5.9133,179.969
-0.0587,-0.8026,-6.0179,179.964
-0.0672,-0.8614,-5.9231,179.9586
-0.0764,-0.9205,-5.9091,179.9527
-0.0863,-0.98,-5.9131,179.9464
-0.0968,-1.0398,-5.9161,179.9397
-0.1076,-1.0988,-5.9872,179.9327
-0.1191,-1.1576,-5.9305,179.9253
-0.1312,-1.2166,-5.9139,179.9175
-0.144,-1.2758,-5.916,179.9092
-0.1574,-1.3353,-5.9178,179.9005
-0.1715,-1.395,-5.9192,179.8914
-0.1859,-1.454,-5.9675,179.8819
-0.2009,-1.513,-5.9351,179.8721
-0.2169,-1.5727,-5.8756,179.8617
-0.2332,-1.6321,-5.9437,179.8509
-0.2501,-1.6916,-5.9379,179.8398
-0.2674,-1.7503,-5.9553,179.8283
-0.2856,-1.8097,-5.9019,179.8163
-0.3041,-1.8685,-5.9336,179.8039
-0.3236,-1.9281,-5.9063,179.7911
-0.3434,-1.9872,-5.931,179.7777
-0.3638,-2.0464,-5.9376,179.7641
-0.3848,-2.1055,-5.9185,179.7499
-0.4065,-2.1647,-5.9186,179.7354
-0.4288,-2.224,-5.9187,179.7203
-0.4516,-2.2833,-5.9187,179.7048
-0.4752,-2.3427,-5.9186,179.6888
-0.499,-2.4016,-5.9386,179.6725
-0.5237,-2.461,-5.9165,179.6556
-0.549,-2.5204,-5.8988,179.6382
-0.5747,-2.5793,-5.9349,179.6205
-0.6012,-2.6389,-5.9187,179.6022
-0.628,-2.6977,-5.9128,179.5835
-0.6555,-2.7567,-5.9346,179.5644
-0.6838,-2.8161,-5.9005,179.5447
-0.7124,-2.875,-5.9089,179.5245
-0.742,-2.9345,-5.9207,179.5038
-0.7718,-2.9933,-5.9061,179.4826
-0.8022,-3.0524,-5.9322,179.4611
-0.8334,-3.1117,-5.9013,179.4389
-0.865,-3.1704,-5.9019,179.4162
-0.8974,-3.2299,-5.9211,179.393
-0.9304,-3.289,-5.8908,179.3692
-0.9637,-3.3478,-5.9174,179.345
-0.9978,-3.4071,-5.9207,179.3203
-1.0325,-3.466,-5.8879,179.2949
-1.0678,-3.5251,-5.9069,179.269
-1.1036,-3.5841,-5.9059,179.2426
-1.1399,-3.643,-5.9049,179.2156
-1.1771,-3.7023,-5.8993,179.188
-1.2146,-3.7609,-5.8872,179.1598
-1.2528,-3.8202,-5.9184,179.1311
-1.2917,-3.8791,-5.8808,179.1018
-1.331,-3.938,-5.8999,179.0719
-1.3709,-3.9969,-5.8986,179.0414
-1.4116,-4.0561,-5.8955,179.0102
-1.4525,-4.1145,-5.877,178.9785
-1.4945,-4.174,-5.9132,178.9461
-1.5368,-4.2324,-5.8532,178.913
-1.5795,-4.2913,-5.913,178.8794
-1.6231,-4.3503,-5.8908,178.8451
-1.6671,-4.4089,-5.8684,178.8101
-1.7119,-4.468,-5.8888,178.7744
-1.7572,-4.5267,-5.8655,178.7379
-1.803,-4.5854,-5.8847,178.7009
-1.8495,-4.6444,-5.8851,178.6631
-1.8966,-4.703,-5.8601,178.6245
-1.944,-4.7616,-5.8794,178.5853
-1.9923,-4.8205,-5.8808,178.5454
-2.0409,-4.8789,-5.8541,178.5047
-2.0904,-4.9377,-5.8776,178.4632
-2.1405,-4.9965,-5.8545,178.4208
-2.1911,-5.055,-5.8482,178.3776
-2.2421,-5.1135,-5.8675,178.3338
-2.2938,-5.1722,-5.8705,178.2891
-2.3463,-5.2308,-5.8466,178.2435
-2.3991,-5.2891,-5.8385,178.197
-2.4526,-5.3478,-5.8644,178.1498
-2.5065,-5.406,-5.8332,178.1016
-2.5611,-5.4645,-5.8598,178.0527
-2.6164,-5.5229,-5.835,178.0027
-2.6723,-5.5813,-5.8325,177.9517
-2.7285,-5.6394,-5.8218,177.8999
-2.7857,-5.6982,-5.8579,177.847
-2.8433,-5.7561,-5.7929,177.793
-2.9012,-5.8142,-5.8351,177.7383
-2.96,-5.8728,-5.8502,177.6825
-3.0194,-5.9308,-5.7918,177.6256
-3.0791,-5.9887,-5.8016,177.5676
-3.1397,-6.0472,-5.8416,177.5086
-3.2008,-6.1051,-5.7812,177.4483
-3.2623,-6.1628,-5.79,177.387
-3.3246,-6.2212,-5.8317,177.3245
-3.3874,-6.2789,-5.7692,177.2608
-3.4508,-6.3368,-5.7889,177.1958
-3.5147,-6.3946,-5.7846,177.1297
-3.5791,-6.4524,-5.7801,177.0623
-3.6443,-6.5103,-5.7881,176.9936
-3.71,-6.5678,-5.7462,176.9235
-3.7762,-6.6254,-5.7658,176.8522
-3.8431,-6.6832,-5.7741,176.7794
-3.9105,-6.7405,-5.7303,176.7051
-3.9786,-6.7982,-5.7639,176.6294
-4.0471,-6.8554,-5.7187,176.5522
-4.116,-6.9126,-5.7379,176.4736
-4.1859,-6.9704,-5.7619,176.3933
-4.256,-7.0268,-5.6581,176.3115
-4.3269,-7.0846,-5.7761,176.228
-4.3982,-7.1412,-5.6594,176.1428
-4.4704,-7.1987,-5.7372,176.0558
-4.543,-7.2551,-5.6442,175.967
-4.6161,-7.3122,-5.7063,175.8765
-4.6898,-7.3689,-5.6716,175.7841
-4.764,-7.4255,-5.6633,175.6898
-4.8388,-7.482,-5.6546,175.5935
-4.9141,-7.5384,-5.6456,175.4953
-4.9902,-7.5951,-5.6549,175.3948
-5.0667,-7.6511,-5.5987,175.2922
-5.1437,-7.7072,-5.6163,175.1874
-5.2212,-7.7631,-5.6055,175.0805
-5.2993,-7.8063,-4.3064,174.9713
-5.3774,-7.8059,0.037,174.86
-5.4555,-7.8031,0.2816,174.7472
-5.5335,-7.8002,0.288,174.6327
-5.6114,-7.7972,0.2946,174.5167
-5.6894,-7.7945,0.271,174.3987
-5.7672,-7.7908,0.3692,174.2791
-5.8451,-7.7883,0.2544,174.1578
-5.9229,-7.7848,0.3536,174.0346
-6.0008,-7.7818,0.2993,173.9094
-6.0786,-7.7781,0.3697,173.7822
-6.1563,-7.7746,0.3469,173.6532
-6.234,-7.7714,0.323,173.5221
-6.3116,-7.7674,0.3959,173.389
-6.3893,-7.764,0.3402,173.2537
-6.467,-7.7602,0.3815,173.1161
-6.5446,-7.7559,0.4246,172.9762
-6.622,-7.7519,0.402,172.8344
-6.6996,-7.7643,-1.2384,172.69
-6.7779,-7.8169,-5.2483,172.5423
-6.8565,-7.8701,-5.3339,172.3911
-6.9357,-7.9239,-5.3741,172.2362
-7.0155,-7.977,-5.3179,172.0774
-7.096,-8.0304,-5.3232,171.9144
-7.1767,-8.0824,-5.2064,171.7472
-7.2579,-8.1351,-5.2805,171.5761
-7.34,-8.188,-5.2779,171.4002
-7.4223,-8.2388,-5.0869,171.2197
-7.5053,-8.2915,-5.2589,171.0345
-7.5886,-8.342,-5.0551,170.8442
-7.6725,-8.3932,-5.1285,170.649
-7.757,-8.4442,-5.0892,170.4482
-7.842,-8.494,-4.9821,170.2417
-7.9273,-8.5437,-4.982,170.0297
-8.0134,-8.5939,-5.0103,169.8114
-8.0997,-8.6421,-4.8199,169.5868
-8.1866,-8.691,-4.8898,169.3559
-8.274,-8.7394,-4.8385,169.1181
-8.3618,-8.7864,-4.7111,168.8731
-8.4503,-8.8343,-4.7743,168.6206
-8.5391,-8.8798,-4.559,168.3603
-8.6283,-8.926,-4.623,168.0922
-8.718,-8.9716,-4.5572,167.8156
-8.8082,-9.0161,-4.4477,167.53
-8.8988,-9.0599,-4.3775,167.2352
-8.9896,-9.0833,-2.3438,166.9311
-9.0799,-9.0201,6.3231,166.6191
-9.1693,-8.9485,7.1677,166.3006
-9.2581,-8.8775,7.0962,165.9755
-9.3462,-8.8052,7.2284,165.6436
-9.4334,-8.7331,7.2111,165.305
-9.52,-8.6613,7.1858,164.9594
-9.6059,-8.5886,7.267,164.6063
-9.691,-8.5151,7.3575,164.2457
-9.7756,-8.4427,7.2223,163.8774
